Estimate ID,In General Export,In Our Database,In Detailed Export,Status,Division,Price
EST2642442,Yes,Yes,No,Estimate In Progress,LE Irrigation,288.9
EST2642346,Yes,Yes,No,Estimate In Progress,LE Irrigation,470.87
EST2636369,Yes,Yes,No,Estimate In Progress,LE Irrigation,3814.8
EST2636895,Yes,Yes,No,Estimate In Progress,LE Irrigation,64.94
EST2636206,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2636182,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2636201,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2636208,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2634396,Yes,Yes,No,Estimate In Progress,LE Landscapes,9670.81
EST2634878,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),4653.2
EST2633925,Yes,Yes,No,Estimate In Progress,LE Irrigation,5903.72
EST2633463,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2629019,Yes,Yes,No,Estimate In Progress,LE Irrigation,3869.8
EST2631411,Yes,Yes,No,Estimate In Progress,LE Landscapes,531.3
EST2629242,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2630586,Yes,Yes,No,Estimate In Progress,LE Paving,1704.31
EST2628553,Yes,Yes,No,Estimate In Progress,LE Paving,735.55
EST2627259,Yes,Yes,No,Estimate In Progress,LE Paving,646.12
EST2628397,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),239
EST2623441,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2623025,Yes,Yes,No,Estimate In Progress,LE Landscapes,3751.82
EST2624590,Yes,Yes,No,Estimate In Progress,LE Tree Care,1156.05
EST2623437,Yes,Yes,No,Estimate In Progress,LE Landscapes,228.76
EST2622896,Yes,Yes,No,Estimate In Progress,LE Tree Care,578.88
EST2622339,Yes,Yes,No,Estimate In Progress,LE Paving,713.02
EST2621799,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2622247,Yes,Yes,No,Estimate In Progress,LE Paving,20271.98
EST2621628,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),103.14
EST2618744,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),6652.73
EST2618161,Yes,Yes,No,Estimate In Progress,LE Irrigation,62.43
EST2618438,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),220
EST2618113,Yes,Yes,No,Estimate In Progress,LE Irrigation,16.5
EST2611880,Yes,Yes,No,Estimate In Progress,LE Irrigation,23.24
EST2611896,Yes,Yes,No,Estimate In Progress,LE Irrigation,149.95
EST2611927,Yes,Yes,No,Estimate In Progress,LE Irrigation,149.08
EST2613939,Yes,Yes,No,Estimate In Progress,LE Irrigation,908.7
EST2612800,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2613446,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2613613,Yes,Yes,No,Estimate In Progress,LE Irrigation,408.96
EST2611325,Yes,Yes,No,Estimate In Progress,LE Irrigation,647.41
EST2611417,Yes,Yes,No,Estimate In Progress,LE Irrigation,242
EST2611436,Yes,Yes,No,Estimate In Progress,LE Irrigation,403.3
EST2611471,Yes,Yes,No,Estimate In Progress,LE Irrigation,531.3
EST2610933,Yes,Yes,No,Estimate In Progress,LE Irrigation,871.46
EST2611632,Yes,Yes,No,Estimate In Progress,LE Irrigation,1183.24
EST2609891,Yes,Yes,No,Estimate In Progress,LE Irrigation,640.79
EST2611283,Yes,Yes,No,Estimate In Progress,LE Irrigation,103.79
EST2606515,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2607537,Yes,Yes,No,Estimate In Progress,LE Irrigation,585.26
EST2607080,Yes,Yes,No,Estimate In Progress,LE Irrigation,222.94
EST2606799,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2606532,Yes,Yes,No,Estimate In Progress,LE Irrigation,82.5
EST2606936,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2607661,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),66
EST2607143,Yes,Yes,No,Estimate In Progress,LE Tree Care,6495.26
EST2604803,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),9876.78
EST2600862,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2600873,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2600884,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2600893,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2600177,Yes,Yes,No,Estimate In Progress,LE Tree Care,6692.73
EST2601408,Yes,Yes,No,Estimate In Progress,LE Irrigation,88.28
EST2601475,Yes,Yes,No,Contract Signed,LE Paving,709.03
EST2600522,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),97.63
EST2600418,Yes,Yes,No,Estimate In Progress,LE Tree Care,1856.27
EST2601429,Yes,Yes,No,Estimate In Progress,LE Landscapes,299.41
EST2601321,Yes,Yes,No,Estimate In Progress,LE Landscapes,446.69
EST2599295,Yes,Yes,No,Estimate In Progress,LE Paving,161.29
EST2598814,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),871.79
EST2599846,Yes,Yes,No,Estimate In Progress,LE Landscapes,208.44
EST2599452,Yes,Yes,No,Estimate In Progress,LE Landscapes,5221.74
EST2598906,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2599724,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),133.38
EST2599757,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),2708.75
EST2598051,Yes,Yes,No,Estimate In Progress,LE Landscapes,3035.06
EST2598192,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2594517,Yes,Yes,No,Estimate In Progress,LE Irrigation,13.57
EST2596083,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2596152,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2595323,Yes,Yes,No,Estimate In Progress,Line Painting,537.76
EST2596377,Yes,Yes,No,Estimate In Progress,LE Paving,4945.54
EST2594542,Yes,Yes,No,Estimate In Progress,LE Tree Care,12.62
EST2594742,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2590494,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2590725,Yes,Yes,No,Estimate In Progress,LE Irrigation,204.27
EST2592755,Yes,Yes,No,Estimate In Progress,LE Landscapes,21.66
EST2592780,Yes,Yes,No,Estimate In Progress,LE Landscapes,1473.07
EST2591229,Yes,Yes,No,Estimate In Progress,LE Landscapes,1125.29
EST2591709,Yes,Yes,No,Estimate In Progress,LE Landscapes,37.81
EST2588813,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2589825,Yes,Yes,No,Estimate In Progress,LE Tree Care,5302.92
EST2590090,Yes,Yes,No,Estimate In Progress,LE Landscapes,1260.46
EST2567860,Yes,Yes,No,Estimate In Progress,LE Landscapes,187.25
EST2590331,Yes,Yes,No,Estimate In Progress,LE Tree Care,39.91
EST2590322,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2590213,Yes,Yes,No,Estimate In Progress,LE Tree Care,280.6
EST1364837,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),151.25
EST2587262,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),322.58
EST2585089,Yes,Yes,No,Estimate In Progress,LE Irrigation,61.33
EST2585475,Yes,Yes,No,Estimate In Progress,LE Landscapes,565.55
EST2586191,Yes,Yes,No,Estimate In Progress,LE Paving,1814.14
EST2586237,Yes,Yes,No,Estimate In Progress,LE Paving,1810.05
EST2586458,Yes,Yes,No,Estimate In Progress,LE Paving,1468.92
EST2586491,Yes,Yes,No,Estimate In Progress,LE Paving,581.16
EST2585058,Yes,Yes,No,Estimate In Progress,LE Landscapes,269.5
EST2585243,Yes,Yes,No,Estimate In Progress,LE Irrigation,77
EST2586621,Yes,Yes,No,Estimate In Progress,LE Paving,8574.21
EST2587202,Yes,Yes,No,Estimate In Progress,LE Paving,11458.22
EST2585737,Yes,Yes,No,Estimate In Progress,LE Landscapes,733.57
EST2586936,Yes,Yes,No,Estimate In Progress,LE Landscapes,8561.34
EST2587083,Yes,Yes,No,Estimate In Progress,LE Landscapes,7920.73
EST2585883,Yes,Yes,No,Estimate In Progress,LE Paving,4303.27
EST2586012,Yes,Yes,No,Estimate In Progress,LE Paving,1295.07
EST2586065,Yes,Yes,No,Estimate In Progress,LE Paving,4334.88
EST2585140,Yes,Yes,No,Estimate In Progress,LE Irrigation,211.98
EST2581694,Yes,Yes,No,Estimate In Progress,LE Irrigation,16.67
EST2582924,Yes,Yes,No,Estimate In Progress,LE Irrigation,520.37
EST1362662,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),405.35
EST1362714,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),405.35
EST1362813,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),54.44
EST2580758,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2579250,Yes,Yes,No,Estimate In Progress,LE Landscapes,37004.39
EST2579408,Yes,Yes,No,Estimate In Progress,LE Landscapes,2210
EST2579247,Yes,Yes,No,Estimate In Progress,LE Landscapes,1354.47
EST2581192,Yes,Yes,No,Estimate In Progress,LE Landscapes,4009.16
EST2578611,Yes,Yes,No,Estimate In Progress,LE Irrigation,470.87
EST2580355,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2581395,Yes,Yes,No,Estimate In Progress,LE Landscapes,12157
EST2580233,Yes,Yes,No,Estimate In Progress,LE Landscapes,372.29
EST2578359,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),226.46
EST2575739,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2575658,Yes,Yes,No,Estimate In Progress,LE Landscapes,628.51
EST2576884,Yes,Yes,No,Estimate In Progress,LE Paving,6003.39
EST2576279,Yes,Yes,No,Estimate In Progress,LE Paving,2097.83
EST2575459,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2577219,Yes,Yes,No,Estimate In Progress,LE Tree Care,1248.21
EST2573763,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2573891,Yes,Yes,No,Estimate In Progress,LE Landscapes,1000.15
EST1360352,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),60.5
EST2574453,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2573320,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2573657,Yes,Yes,No,Estimate In Progress,LE Tree Care,27.5
EST2572418,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2571344,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2571108,Yes,Yes,No,Estimate In Progress,LE Paving,10227.05
EST2570190,Yes,Yes,No,Estimate In Progress,LE Paving,3065.35
EST2570574,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2568974,Yes,Yes,No,Estimate In Progress,LE Irrigation,402.13
EST2571599,Yes,Yes,No,Estimate In Progress,LE Paving,1292.24
EST2570408,Yes,Yes,No,Estimate In Progress,LE Paving,345.06
EST2569413,Yes,Yes,No,Estimate In Progress,LE Landscapes,1687.81
EST2569745,Yes,Yes,No,Estimate In Progress,LE Landscapes,1039.5
EST2571376,Yes,Yes,No,Estimate In Progress,LE Landscapes,1834.05
EST2567277,Yes,Yes,No,Estimate In Progress,LE Irrigation,58.3
EST2567480,Yes,Yes,No,Estimate In Progress,LE Landscapes,1500.48
EST2566213,Yes,Yes,No,Estimate In Progress,LE Tree Care,131.24
EST2566668,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2564858,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2564977,Yes,Yes,No,Estimate In Progress,LE Landscapes,4029.58
EST1358118,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1358120,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1358121,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2565082,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1218.93
EST1358005,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),45.39
EST2564748,Yes,Yes,No,Estimate In Progress,LE Irrigation,74.8
EST2564624,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1513.49
EST2564658,Yes,Yes,No,Billing Complete,LE Tree Care,0
EST2562981,Yes,Yes,No,Estimate In Progress,LE Landscapes,1106.31
EST2563253,Yes,Yes,No,Estimate In Progress,LE Paving,515.66
EST2563317,Yes,Yes,No,Estimate In Progress,LE Paving,90.58
EST2563325,Yes,Yes,No,Estimate In Progress,LE Paving,1270.02
EST2563377,Yes,Yes,No,Estimate In Progress,LE Landscapes,2133.43
EST2563010,Yes,Yes,No,Estimate In Progress,LE Paving,84.11
EST2563019,Yes,Yes,No,Estimate In Progress,LE Paving,1920.88
EST2562900,Yes,Yes,No,Estimate In Progress,LE Paving,466.51
EST2562935,Yes,Yes,No,Estimate In Progress,LE Paving,480.73
EST2562322,Yes,Yes,No,Estimate In Progress,LE Irrigation,298.45
EST2562470,Yes,Yes,No,Estimate In Progress,LE Paving,520.83
EST2562695,Yes,Yes,No,Estimate In Progress,LE Paving,480.74
EST2562774,Yes,Yes,No,Estimate In Progress,LE Paving,531.18
EST2563244,Yes,Yes,No,Estimate In Progress,LE Paving,535.06
EST2562864,Yes,Yes,No,Estimate In Progress,LE Irrigation,29.71
EST2562168,Yes,Yes,No,Estimate In Progress,LE Paving,679.08
EST2563230,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1357382,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),47.12
EST1357583,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2562184,Yes,Yes,No,Estimate In Progress,LE Irrigation,39.05
EST2562232,Yes,Yes,No,Estimate In Progress,LE Irrigation,10.45
EST2562139,Yes,Yes,No,Estimate In Progress,LE Irrigation,77
EST1356467,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1356592,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),111.52
EST2560561,Yes,Yes,No,Estimate In Progress,LE Paving,4105.02
EST2557667,Yes,Yes,No,Estimate In Progress,LE Paving,835
EST2557739,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2557239,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2557251,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2557282,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2557291,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2556958,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2554627,Yes,Yes,No,Estimate In Progress,LE Paving,6231.27
EST2555599,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2555623,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2556538,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2556656,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),432.13
EST2557141,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2554606,Yes,Yes,No,Estimate In Progress,LE Paving,1337.52
EST2552078,Yes,Yes,No,Estimate In Progress,LE Tree Care,6.11
EST2552754,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2553864,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2552461,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2554271,Yes,Yes,No,Estimate In Progress,LE Paving,2826.69
EST2551996,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2551841,Yes,Yes,No,Estimate In Progress,LE Tree Care,13.45
EST2550370,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),5757.81
EST2550493,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),130.01
EST2547073,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1941.18
EST2546479,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),29.63
EST2545188,Yes,Yes,No,Estimate In Progress,LE Irrigation,13.2
EST2546683,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),744.47
EST2547036,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),297.66
EST2545638,Yes,Yes,No,Estimate In Progress,LE Landscapes,2818.99
EST1352733,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),217.8
EST2543230,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),18.12
EST2542758,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2543194,Yes,Yes,No,Estimate In Progress,LE Landscapes,558.83
EST2544302,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2543280,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1175.67
EST2543245,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2543467,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),733.38
EST2544278,Yes,Yes,No,Estimate In Progress,LE Landscapes,226.9
EST2543189,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2542915,Yes,Yes,No,Estimate In Progress,LE Tree Care,1386
EST2539004,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2539778,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2541686,Yes,Yes,No,Estimate In Progress,LE Landscapes,87.91
EST2541697,Yes,Yes,No,Estimate In Progress,LE Landscapes,655.29
EST2541545,Yes,Yes,No,Estimate In Progress,LE Landscapes,3025
EST2541575,Yes,Yes,No,Estimate In Progress,LE Paving,5888.8
EST2540200,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),262.96
EST2539581,Yes,Yes,No,Estimate In Progress,LE Landscapes,1082.18
EST2540602,Yes,Yes,No,Estimate In Progress,LE Landscapes,218.75
EST2540530,Yes,Yes,No,Estimate In Progress,LE Landscapes,448.5
EST2536418,Yes,Yes,No,Estimate In Progress,LE Landscapes,4794
EST2536804,Yes,Yes,No,Estimate In Progress,LE Tree Care,5350.79
EST2537019,Yes,Yes,No,Estimate In Progress,LE Landscapes,392.86
EST2537060,Yes,Yes,No,Estimate In Progress,LE Landscapes,392.86
EST2537130,Yes,Yes,No,Estimate In Progress,LE Landscapes,5463.37
EST2532534,Yes,Yes,No,Estimate In Progress,LE Irrigation,470.87
EST2534275,Yes,Yes,No,Contract Signed,LE Paving,3903.82
EST2532481,Yes,Yes,No,Estimate In Progress,LE Irrigation,187
EST2532556,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST2534242,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),30.25
EST2534786,Yes,Yes,No,Estimate In Progress,LE Paving,407.62
EST2533255,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST1347680,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2529419,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2529457,Yes,Yes,No,Estimate In Progress,LE Tree Care,56.46
EST1347892,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),72.6
EST1347971,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),72.6
EST1347973,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),90.75
EST1347975,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),36.3
EST1347995,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),60.5
EST1348000,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),90.75
EST2525502,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),414.19
EST2525686,Yes,Yes,No,Estimate In Progress,LE Landscapes,506.88
EST1346640,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),70
EST2525441,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2523519,Yes,Yes,No,Estimate In Progress,LE Landscapes,720.48
EST2522860,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2523425,Yes,Yes,No,Estimate In Progress,LE Landscapes,572.8
EST2522935,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),12089.36
EST2521695,Yes,Yes,No,Estimate In Progress,LE Landscapes,95.75
EST2518429,Yes,Yes,No,Contract Signed,Parking Lot Sweeping,0
EST2518486,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2519652,Yes,Yes,No,Estimate In Progress,LE Landscapes,22.1
EST1344942,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2519368,Yes,Yes,No,Estimate In Progress,LE Paving,2082.86
EST2518683,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2520236,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2520244,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2520282,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2518710,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2518569,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2520210,Yes,Yes,No,Estimate In Progress,LE Landscapes,55.25
EST2516074,Yes,Yes,No,Estimate In Progress,LE Paving,2616.33
EST1343721,Yes,Yes,No,Contract + Billing Complete,Parking Lot Sweeping,340.48
EST2514805,Yes,Yes,No,Estimate In Progress,LE Landscapes,729.81
EST2515968,Yes,Yes,No,Estimate In Progress,LE Landscapes,675.96
EST1343384,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),85.39
EST2516721,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2516355,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2512775,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2511615,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2509788,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2509817,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2509821,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2510332,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2509898,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),310.98
EST2511767,Yes,Yes,No,Estimate In Progress,LE Tree Care,80.36
EST2507633,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2507808,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2508866,Yes,Yes,No,Estimate In Progress,LE Landscapes,420.66
EST2508232,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),785.58
EST2503637,Yes,Yes,No,Estimate In Progress,LE Paving,1108.41
EST2503462,Yes,Yes,No,Estimate In Progress,LE Paving,1138.9
EST2499041,Yes,Yes,No,Estimate In Progress,LE Paving,1892.38
EST2500500,Yes,Yes,No,Estimate In Progress,LE Tree Care,68.75
EST2501133,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3289827,Yes,Yes,No,Estimate In Progress,LE Paving,1892.38
EST1338538,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),105
EST2499960,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2500330,Yes,Yes,No,Estimate In Progress,LE Tree Care,288.04
EST2500294,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),297.52
EST2500797,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),297.52
EST2500814,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),173.76
EST2497874,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2497895,Yes,Yes,No,Estimate In Progress,LE Paving,5602.05
EST2497935,Yes,Yes,No,Estimate In Progress,LE Paving,5134.79
EST2497957,Yes,Yes,No,Estimate In Progress,LE Paving,5949.68
EST2497239,Yes,Yes,No,Estimate In Progress,LE Landscapes,7578.96
EST1337612,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2496680,Yes,Yes,No,Estimate In Progress,LE Tree Care,884.56
EST2495742,Yes,Yes,No,Estimate In Progress,LE Tree Care,27.31
EST2497863,Yes,Yes,No,Estimate In Progress,LE Paving,2905.34
EST2495749,Yes,Yes,No,Estimate In Progress,LE Landscapes,1555.8
EST2492887,Yes,Yes,No,Estimate In Progress,LE Paving,1251.04
EST2492779,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2492781,Yes,Yes,No,Estimate In Progress,LE Paving,6032.84
EST2492295,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2492146,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2492442,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1237.6
EST2489975,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST1334604,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),350
EST1334708,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),350
EST1334749,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1750
EST2486286,Yes,Yes,No,Estimate In Progress,LE Paving,3014.49
EST2489870,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2488403,Yes,Yes,No,Estimate In Progress,LE Landscapes,1001.25
EST2488530,Yes,Yes,No,Estimate In Progress,LE Landscapes,2398.82
EST2488623,Yes,Yes,No,Estimate In Progress,LE Landscapes,822.82
EST2485080,Yes,Yes,No,Estimate In Progress,LE Tree Care,100
EST2485109,Yes,Yes,No,Estimate In Progress,LE Tree Care,25
EST2484813,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2484851,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2484998,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2485015,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2485053,Yes,Yes,No,Estimate In Progress,LE Tree Care,100
EST2485151,Yes,Yes,No,Estimate In Progress,LE Tree Care,25
EST2485181,Yes,Yes,No,Estimate In Progress,LE Tree Care,25
EST2485940,Yes,Yes,No,Estimate In Progress,LE Paving,1998.36
EST2484401,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST1332682,Yes,Yes,No,Contract In Progress,LE Maintenance (Summer/Winter),854.03
EST2486110,Yes,Yes,No,Estimate In Progress,LE Landscapes,371.25
EST2484545,Yes,Yes,No,Estimate In Progress,LE Landscapes,148.5
EST2484575,Yes,Yes,No,Estimate In Progress,LE Landscapes,222.75
EST2486251,Yes,Yes,No,Estimate In Progress,LE Landscapes,284.22
EST2486298,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2485203,Yes,Yes,No,Estimate In Progress,LE Tree Care,100
EST2484741,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2479084,Yes,Yes,No,Estimate In Progress,LE Landscapes,287.91
EST2480315,Yes,Yes,No,Estimate In Progress,LE Tree Care,75
EST2480433,Yes,Yes,No,Estimate In Progress,LE Tree Care,75
EST2480468,Yes,Yes,No,Estimate In Progress,LE Tree Care,75
EST2481717,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2481326,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2481454,Yes,Yes,No,Estimate In Progress,LE Tree Care,100
EST2481545,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
